To check,CodeUnits,DESCRIPTION,EXTRA,TABLETS_PER_DAY,DAILY_DOSE,ALT_OTHER_MEDS,REP,REP2,THEN,DAYS,NUM2,DOSE2
,TAKE three  DAILY,take3daily,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE  DAILY,take3daily,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 daily,take3daily,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE daily,take3daily,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3  DAILY  = (12MG),take3daily12mg,0,3,12,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE DAILY AT 2 P.M.,take3dailyat2pm,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE DAILY DAILY,take3dailydaily,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 DAILY FOR A WEEK,take3dailyforaweek,0,3,NA,NA,NA,NA,NA,7,NA,NA
,TAKE 3 DAILY FOR SHOULDER FOR PAIN,take3dailyforshoulderforpain,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE DAILY  Notes for dispenser: Burinex 1mg tablets will now be prescribed by the g,take3dailynotesfordispenserburinex1mgtabletswillnowbeprescribedbytheg,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE DAILY  Notes for dispenser: Please could these be given separately to blister p,take3dailynotesfordispenserpleasecouldthesebegivenseparatelytoblisterp,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE DAILY  (OPC  MAR 12),take3dailyopcmar12,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKETHREE EACH EVENING,take3eachevening,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,take 3 each evening,take3eachevening,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE EACH LUNCHTIME,take3eachlunchtime,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 EACH MORNING,take3eachmorning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3  EACH MORNING,take3eachmorning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE EACH MORNING,take3eachmorning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE  EACH MORNING,take3eachmorning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE three EACH MORNING,take3eachmorning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,take three each morning,take3eachmorning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKETHREE EACH MORNING,take3eachmorning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3   EACH MORNING,take3eachmorning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,take three each morning & one at 4pm,take3eachmorning1at4pm,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 EACH MORNING & 1 IN AFTERNOON,take3eachmorning1inafternoon,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3  EACH MORNING & 2 AT 2PM,take3eachmorning2at2pm,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE EACH MORNING  two at two pm,take3eachmorning2at2pm,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3  EACH MORNING 2 AT LUNCHTIME,take3eachmorning2atlunchtime,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,"TAKE 3 EACH MORNING, 2 AT NOON.",take3eachmorning2atnoon,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3  EACH MORNING  //alt 4,take3eachmorningalt4,0,3.5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE  EACH MORNING AND ONE AT LUCH TIME  Notes for dispenser: please note dose incre,take3eachmorningand1atluchtimenotesfordispenserpleasenotedoseincre,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE EACH MORNING AND ONE AT LUNCH TIME,take3eachmorningand1atlunchtime,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 EACH MORNING AND 1 IN AFTERNOON,take3eachmorningand1inafternoon,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE EACH MORNING AND 1 LUNCHTIME,take3eachmorningand1lunchtime,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE EACH MORNING AND TWO AFTERNOON,take3eachmorningand2afternoon,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE three EACH MORNING AND TWO AT 6pm,take3eachmorningand2at6pm,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE EACH MORNING AND TWO AT LUNCH,take3eachmorningand2atlunch,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE EACH MORNING AND TWO AT LUNCHTIME,take3eachmorningand2atlunchtime,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE EACH MORNING AND TWO AT LUNCH TIME,take3eachmorningand2atlunchtime,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE EACH MORNING AND 2 AT MIDDAY,take3eachmorningand2atmidday,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE EACH MORNING AND TWO AT NOON,take3eachmorningand2atnoon,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE EACH MORNING AND TWO IN THE EVENING,take3eachmorningand2intheevening,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE EACH MORNING AND THREE AT 2PM  Notes for dispenser: Please dispense in a weekly,take3eachmorningand3at2pmnotesfordispenserpleasedispenseinaweekly,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE EACH MORNING AND THREE AT LUNCHTIME,take3eachmorningand3atlunchtime,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE EACH MORNING AND THREE EACH AFTERNOON,take3eachmorningand3eachafternoon,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 EACH MORNING AND 3 IN AFTERNOON,take3eachmorningand3inafternoon,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 EACH MORNING AND 3 IN EARLY AFTERNOON,take3eachmorningand3inearlyafternoon,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 EACH MORNING AND 3 MIDDAY,take3eachmorningand3midday,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 EACH MORNING AND EVENING,take3eachmorningandevening,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE EACH MORNING AND TAKE TWO AT LUNCH  (IP OCT 12),take3eachmorningandtake2atlunch,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE  EACH MORNING   Notes for dispenser: please note dose reduction,take3eachmorningnotesfordispenserpleasenotedosereduction,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE EACH MORNING  Notes for patient: please book in to have a medication review 11/,take3eachmorningnotesforpatientpleasebookintohaveamedicationreview11,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE EACH MORNING TO HELP LOWER BLOOD PRESSURE.,take3eachmorningtohelplowerbloodpressure,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 EVERY DAY,take3everyday,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 EVERY MORNING,take3everymorning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,"TAKE 3 EVERY MORNING, 2 AT NOON",take3everymorning2atnoon,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE IN A IN THE MORNING,take3inainthemorning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 IN A MORNING AND 2 AT 2PM,take3inamorningand2at2pm,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3  IN MORNING & 2 AT 2 PM,take3inmorning2at2pm,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 IN MORNING & 2 AT 2PM,take3inmorning2at2pm,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 IN MORNING AND 2 AT NIGHT,take3inmorningand2atnight,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,take 3 in morning and 2 in evening,take3inmorningand2inevening,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE3 IN MORNING AND 3 AT LUNCHTIME,take3inmorningand3atlunchtime,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 IN MORNING AND 3 WITH LUNCH,take3inmorningand3withlunch,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE IN THE MORNING,take3inthemorning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 IN THE MORNING,take3inthemorning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE IN THE MORNING  (IP  SEPT  09),take3inthemorning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE IN THE MORNING  (IP  MAR 09),take3inthemorning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE  IN THE MORNING,take3inthemorning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 IN THE MORNING & 2 AT NOON,take3inthemorning2atnoon,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE IN THE MORNING; TWO IN THE EVENING,take3inthemorning2intheevening,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,"TAKE 3 IN THE MORNING, 3 AT MIDDAY",take3inthemorning3atmidday,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE IN THE MORNING AND ONE AT 12NOON  (IP  NOV  09),take3inthemorningand1at12noon,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 IN THE MORNING AND 2 AT 2PM,take3inthemorningand2at2pm,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE IN THE MORNING AND TWO AT 2PM,take3inthemorningand2at2pm,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE IN THE MORNING AND TWO AT 2pm,take3inthemorningand2at2pm,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE IN THE MORNING AND TWO AT 2 P.M. DAILY,take3inthemorningand2at2pmdaily,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE IN THE MORNING AND 2 AT AFTERNOON  Notes for dispenser: Burinex 1mg tablets wil,take3inthemorningand2atafternoonnotesfordispenserburinex1mgtabletswil,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 IN THE MORNING AND 2 AT LINCH,take3inthemorningand2atlinch,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE IN THE MORNING AND 2 AT LUNCH  Notes for dispenser: Burinex 1mg tablets will no,take3inthemorningand2atlunchnotesfordispenserburinex1mgtabletswillno,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 IN THE MORNING AND 2 AT LUNCHTIME,take3inthemorningand2atlunchtime,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE IN THE MORNING AND TWO AT LUNCHTIME,take3inthemorningand2atlunchtime,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE IN THE MORNING AND TWO  AT LUNCH TIME IN MDS,take3inthemorningand2atlunchtimeinmds,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE IN THE MORNING AND TWO AT NIGHT,take3inthemorningand2atnight,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE IN THE MORNING AND TWO  AT NIGHT,take3inthemorningand2atnight,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 IN THE MORNING AND 2 LUNCH TIME,take3inthemorningand2lunchtime,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 IN THE MORNING AND 2 LUNCHTIME,take3inthemorningand2lunchtime,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3  IN THE MORNING  AND 2 TABLETS DAILY AT 2PM,take3inthemorningand2tabletsdailyat2pm,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE IN THE MORNING AND 3 AT AFTERNOON  Notes for dispenser: Burinex 1mg tablets wil,take3inthemorningand3atafternoonnotesfordispenserburinex1mgtabletswil,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 IN THE MORNING AND 3 AT LUNCH TIME,take3inthemorningand3atlunchtime,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE IN THE MORNING AND THREE AT LUNCHTIME,take3inthemorningand3atlunchtime,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE IN THE MORNINGAND THREE AT TEATIME,take3inthemorningand3atteatime,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 IN THE MORNING AND 3 LUNCH TIME,take3inthemorningand3lunchtime,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE IN THE MORNING AND THREE TABS PM (OPC SEPT 11),take3inthemorningand3tabspmopcsept11,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 IN THE MORNING AND TAKE TWO AT 2PM,take3inthemorningandtake2at2pm,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE IN THE MORNING FOR ANKLE SWELLING,take3inthemorningforankleswelling,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 IN THE MORNING -  ON ALTERNATE DAYS,take3inthemorningonalternatedays,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 mane,take3mane,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,take three mane,take3mane,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE  MANE,take3mane,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE three mane,take3mane,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE MANE,take3mane,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,take 3 mane 2 ncote,take3mane2ncote,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 MANE AND 3 NOCTE,take3maneand3nocte,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE3 MG IN MORNING,take3mginmorning,0,NA,3,NA,NA,NA,NA,NA,NA,NA
,"TAKE 3MG IN THE MORNING, 2MG AT LUNCHTIME",take3mginthemorning2mgatlunchtime,0,NA,5,NA,NA,NA,NA,NA,NA,NA
,TAKE 3MG IN THE MORNING AND 3MG AT 2PM,take3mginthemorningand3mgat2pm,0,NA,6,NA,NA,NA,NA,NA,NA,NA
,TAKE 3MG ON ONE DAY TAKE 2MG ON ALTERNATE DAYS,take3mgon1daytake2mgonalternatedays,0,NA,2.5,NA,NA,NA,NA,NA,NA,NA
,TAKE 3MG THEN 2MG ALTERNATE DAYS.,take3mgthen2mgalternatedays,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA
,"TAKE THREE monday, wednesday, friday and 2 on other days",take3mondaywednesdayfridayand2onotherdays,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 MORNING,take3morning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE MORNING AND ONE AT LUNCHTIME,take3morningand1atlunchtime,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE MORNING AND TWO AT TWO PM,take3morningand2at2pm,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE MORNING AND TWO EVENING,take3morningand2evening,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 NOCTE,take3nocte,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,take three nocte,take3nocte,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 ONCE DAILY,take3oncedaily,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE ONCE DAILY,take3oncedaily,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE  ONCE DAILY  Notes for dispenser: to make up total dose of 120mg daily,take3oncedailynotesfordispensertomakeuptotaldoseof120mgdaily,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 PER DAY,take3perday,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 TAB AM AND 2 TABS 6 PM,take3tabamand2tabs6pm,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 TAB AM AND 2 TABS PM,take3tabamand2tabspm,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TAB  EACH MORNING,take3tabeachmorning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE  THREE TAB  IN THE MORNING (A TOTAL OF 4MG A DAILY),take3tabinthemorningatotalof4mgadaily,0,3,4,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABLES AT 8 AM AND TWO TABLETS  AT 2PM),take3tablesat8amand2tabletsat2pm,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,Take 3 tablets (3mg) in the morning & 2 tablets (2mg) in the afternoon,take3tablets3mginthemorning2tablets2mgintheafternoon,0,5,5,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABLETS 8AM AND 2PM,take3tablets8amand2pm,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE   THREE TABLETS A DAY,take3tabletsaday,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABLETS AT 8AM AND  TWO TABS AT 2PM  (IP  JUN 14),take3tabletsat8amand2tabsat2pm,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 TABLETS AT 8AM AND 3 TABLETS AT 2 PM,take3tabletsat8amand3tabletsat2pm,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABLETS AT 8AM AND  THREE TABS AT 2PM  (IP AUG 14),take3tabletsat8amand3tabsat2pm,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 TABLETS AT NIGHT,take3tabletsatnight,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,take three tablets a week on Monday,take3tabletsaweekonmonday,0,0.43,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABLETS BD (IP MAR 13),take3tabletsbd,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABLETS DAILY,take3tabletsdaily,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE  THREE  TABLETS   EACH  MORNING,take3tabletseachmorning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABLET(S) EACH MORNING,take3tabletseachmorning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 TABLETS EACH MORNING,take3tabletseachmorning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 TABLETS  EVERY DAY FOR 1 WEEK,take3tabletseverydayfor1week,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABLETS INITIALLY AND THEN TAKE ONE TABLET EVERY 8 HOURS FOR ACUTE EPISODE OF G,take3tabletsinitiallyandthentake1tabletevery8hoursforacuteepisodeofg,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 TABLETS IN THE MORNING,take3tabletsinthemorning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 TABLETS IN TH EMORNING,take3tabletsinthemorning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABLETS IN THE MORNING,take3tabletsinthemorning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,"TAKE 3 TABLETS IN THE MORNING, 2 TABLETS IN THE AFTERNOON   SLS,HZC115151, SN004654, PI DR",take3tabletsinthemorning2tabletsintheafternoonslshzc115151sn004654pidr,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 TABLETS IN THE MORNING (7AM) AND 2 TABLETS AT (2 PM),take3tabletsinthemorning7amand2tabletsat2pm,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 TABLETS IN THE MORNING( 8AM) AND 3 IN THE AFTERNOON ( 2PM)  ( TOTAL OF 120MG TWICE ,take3tabletsinthemorning8amand3intheafternoon2pmtotalof120mgtwice,0,6,240,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 TABLETS IN THE MORNING AND ONE AT NIGHT  Notes for dispenser: Please put into a mon,take3tabletsinthemorningand1atnightnotesfordispenserpleaseputintoamon,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 TABLETS IN THE MORNING AND 2 AT (2PM),take3tabletsinthemorningand2at2pm,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE  TABLETS IN THE MORNING AND TWO AT TWO PM  (IP  OCT 12),take3tabletsinthemorningand2at2pm,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE  THREE TABLETS IN THE MORNING AND TWO AT 2PM (IP JAN 12),take3tabletsinthemorningand2at2pm,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE Three  tablets in the morning and two  in after noon,take3tabletsinthemorningand2inafternoon,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE  3 TABLETS IN THE MORNING AND 2 TABLET IN THE AFTERNOON,take3tabletsinthemorningand2tabletintheafternoon,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 TABLET(S) IN THE MORNING AND 2 TABLET(S) AT AT MIDDAY,take3tabletsinthemorningand2tabletsatatmidday,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABLETS IN THE MORNING AND TWO TABLETS AT LUNCHTIME,take3tabletsinthemorningand2tabletsatlunchtime,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 TABLETS IN THE MORNING AND TWO TABLETS IN THE AFTERNOON,take3tabletsinthemorningand2tabletsintheafternoon,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABLETS IN THE MORNING AND TWO TABLETS IN THE AFTERNOON (2PM),take3tabletsinthemorningand2tabletsintheafternoon2pm,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 TABLETS IN THE MORNING AND TWO TABS AT NOON,take3tabletsinthemorningand2tabsatnoon,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABLETS IN THE MORNING AND THREE TABLETS AFTER LUNCH,take3tabletsinthemorningand3tabletsafterlunch,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 TABLET(S) IN THE MORNING AND 3 TABLET(S) LUNCH TIME,take3tabletsinthemorningand3tabletslunchtime,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABLETS IN THE MORNING AND TAKE TWO TABLETS AT 12 NOON,take3tabletsinthemorningandtake2tabletsat12noon,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 TABLET(S) IN THE MORNING AND TAKE 2 TABLETS EVERY DAY AT 2PM,take3tabletsinthemorningandtake2tabletseverydayat2pm,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABLETS IN THE MORNING FOR FLUID RETENTION  Notes for dispenser: Please remind ,take3tabletsinthemorningforfluidretentionnotesfordispenserpleaseremind,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,"TAKE 3 TABLETS  MANE 2  AFTERNOON.HZC115151,SLS,PI DR SINGH,SN004654",take3tabletsmane2afternoonhzc115151slspidrsinghsn004654,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,"TAKE 3 TABLETS MON,WED FRI SUN AND 4 TABLETS TUES,THUR AND SAT ONCE DAILY",take3tabletsmonwedfrisunand4tabletstuesthurandsatoncedaily,0,3.57,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 tablets MORNING AND 2 in the  EVENING for fluid retention,take3tabletsmorningand2intheeveningforfluidretention,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABLETS MORNING AND 2 TABLETS IN THE AFTERNOON,take3tabletsmorningand2tabletsintheafternoon,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABLETS MORNING AND 3 AT LUNCHTIME.,take3tabletsmorningand3atlunchtime,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 tablets MORNING AND EVENING for fluid retention,take3tabletsmorningandeveningforfluidretention,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 TABLETS ON A WEDNESDAY,take3tabletsonawednesday,0,0.43,NA,NA,NA,NA,NA,NA,NA,NA
,take 3 tablets once a week increasing the dose by 2.5mg every 2 weeks under blood test mon,take3tabletsonceaweekincreasingthedoseby25mgevery2weeksunderbloodtestmon,0,0.43,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABLETS  THURSDAY AND SUNDAY AND 2MG OTHER DAYS,take3tabletsthursdayandsundayand2mgotherdays,0,2.29,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABLETS TWICE A DA7Y,take3tabletstwiceada7y,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABLETS TWICE A DAY,take3tabletstwiceaday,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABLETS TWICE A DAY AT 8AM AND 12PM,take3tabletstwiceadayat8amand12pm,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 TABLETS TWICE DAILY,take3tabletstwicedaily,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 TABLETS TWICE DAILY AT 8AM AND 2PM,take3tabletstwicedailyat8amand2pm,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 TABLETS WEEKLY FOR 2 WEEKS ONLY,take3tabletsweeklyfor2weeksonly,0,0.43,NA,NA,NA,NA,NA,14,NA,NA
,take 3 tabs am and two tabs pm been increased,take3tabsamand2tabspmbeenincreased,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABS BEFORE BREAKFAST AND THREE BEFORE EVENING MEAL,take3tabsbeforebreakfastand3beforeeveningmeal,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABS BEFORE BREAKFAST AND THREE BEFORE EVENING MEAL  (OPC  FEB  11),take3tabsbeforebreakfastand3beforeeveningmealopcfeb11,0,6,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE three TABS DAILY,take3tabsdaily,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABS DAILY,take3tabsdaily,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABS DAILY  (OPC  SEPT  10),take3tabsdailyopcsept10,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABS EACH MORNING,take3tabseachmorning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE 3 TABS IN THE MORNING,take3tabsinthemorning,0,3,NA,NA,NA,NA,NA,NA,NA,NA
,"TAKE THREE TABS IN THE MORNING AND ONE AT NIGHT, AS DIRCTED BY THE HOSPITAL",take3tabsinthemorningand1atnightasdirctedbythehospital,0,4,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABS IN THE MORNING AND TWO AT LUNCHTIME  (OPC  APR 15)  Notes for patient: thi,take3tabsinthemorningand2atlunchtimeopcapr15notesforpatientthi,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABS IN THE MORNING AND TWO AT LUNCH TIME  (REDUCED APR 10),take3tabsinthemorningand2atlunchtimereducedapr10,0,5,NA,NA,NA,NA,NA,NA,NA,NA
,TAKE THREE TABS IN THE MORNING AND TWO TABLETS IN EVENING (OPC  DEC 12),take3tabsinthemorningand2tabletsineveningopcdec12,0,5,NA,NA,NA,NA,NA,NA,NA,NA
